,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,sqft_living15,sqft_lot15,center_distance,last_fixed
88,215000.0,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,98056,1950,2025,-0.1121605991424815,1979
89,335000.0,2,1.75,1030,1066,2.0,0,0,3,7,765,265,98136,1030,1106,-0.20779162639528925,2006
90,243500.0,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,98023,1980,7510,-0.381297901908735,1988
91,1099880.0,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,98199,2520,6250,-0.19210767813911223,2001
92,153000.0,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,98023,1350,10500,-0.343023322822229,1962
93,430000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,98117,1570,4500,-0.194537914042487,1939
94,700000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,98117,1570,4500,-0.194537914042487,1939
95,905000.0,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,98040,1950,6045,-0.0649945382320665,1991
96,247500.0,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,98032,1750,15616,-0.28307377130352834,1967
97,199000.0,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,98023,1160,6400,-0.37178079563096544,1975
98,314000.0,3,1.75,1810,41800,1.0,0,0,5,7,1210,600,98038,1650,135036,-0.32644878618246403,1980
99,437500.0,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,98045,2550,35065,-0.5075139801030156,1992
100,850830.0,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,98102,2200,4500,-0.11557356964288495,1910
101,555000.0,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,98117,1610,3478,-0.17843836470894878,1929
102,699950.0,3,2.25,2190,107593,2.0,0,0,4,8,2190,0,98077,2570,47777,-0.1867554818472545,1983
103,1088000.0,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,98004,2370,8113,-0.04876433122683095,2010
104,290000.0,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,98058,1640,14910,-0.19316379060269334,1954
105,375000.0,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,98058,2250,8162,-0.19854624146531077,1978
106,460000.0,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,98117,1240,4005,-0.18905247948651024,1939
107,188500.0,2,1.75,1240,2493,1.0,0,0,4,8,1240,0,98198,1270,4966,-0.2770120755490629,1985
108,680000.0,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,98077,2990,35001,-0.1549327596088023,1991
109,470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,98052,2500,9433,-0.09174905994069603,1942
110,597750.0,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,98027,1940,9636,-0.17309812246238163,1984
111,570000.0,3,1.75,1260,3328,1.0,0,0,5,6,700,560,98103,1380,3536,-0.15791228577914876,1905
112,272500.0,3,1.75,1540,12600,1.0,0,0,4,7,1160,380,98038,1540,11656,-0.31649764612078846,1980
113,329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1080,1000,98108,2090,5500,-0.1258878866293325,1971
114,480000.0,4,2.5,3230,16171,2.0,0,3,3,9,2520,710,98001,2640,8517,-0.3161738287714519,2001
115,740500.0,3,3.5,4380,6350,2.0,0,0,3,8,2780,1600,98117,1830,6350,-0.181277715122396,1999
116,518500.0,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,98103,1620,3166,-0.15606011662177335,2010
117,205425.0,2,1.0,880,6780,1.0,0,0,4,6,880,0,98178,1190,6780,-0.13773456356339572,1945
118,171800.0,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,98168,1880,9000,-0.1686156872891731,1950
119,535000.0,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,98144,1610,4040,-0.1033682736626642,1925
120,660000.0,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,98177,2340,10856,-0.23449486135094927,1964
121,391500.0,3,2.0,1450,9132,1.0,0,0,3,7,1450,0,98034,1580,9104,-0.10216379006281645,1987
122,395000.0,2,1.0,770,6000,1.0,0,0,3,6,770,0,98117,1710,6000,-0.1782750964100017,1953
123,445000.0,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,98118,1850,4400,-0.11990000000000534,1924
124,770000.0,3,2.25,2910,10204,2.0,0,0,3,9,2910,0,98052,2700,13992,-0.1181866743757549,1990
125,1450000.0,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,98004,3060,11275,-0.019920090361242725,1992
126,445000.0,3,2.25,2100,8201,1.0,0,2,3,8,1620,480,98178,2660,8712,-0.12865772421429342,1967
127,260000.0,4,2.25,2160,8811,1.0,0,0,3,8,1360,800,98023,2090,8400,-0.3696652675056196,1978
128,822500.0,5,3.5,2320,4960,2.0,0,0,5,7,1720,600,98103,1700,4960,-0.1588952170456992,1926
129,430000.0,4,2.5,2070,4310,2.0,0,0,3,7,2070,0,98065,1970,3748,-0.36348811534905295,2004
130,212000.0,3,1.75,1060,7875,1.0,0,0,4,7,1060,0,98092,1420,7680,-0.357140322562438,1986
131,660500.0,4,2.25,2010,9603,1.0,0,0,3,8,1440,570,98027,2060,9793,-0.17456944177031783,1986
132,784000.0,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,98052,2480,88500,-0.14447491131680648,1989
133,453246.0,3,2.5,2010,2287,2.0,0,0,3,8,1390,620,98029,1690,1662,-0.2166446168267421,2014
134,675000.0,4,3.5,2140,2278,3.0,0,0,3,9,2140,0,98107,1540,2285,-0.1851582026268272,2005
135,199000.0,3,1.75,1320,17390,1.0,0,0,4,7,1320,0,98003,1550,19265,-0.31908382911078975,1956
136,220000.0,4,1.75,2020,7840,1.0,0,0,3,7,1010,1010,98003,1750,8140,-0.3150584231535472,1968
137,452000.0,4,2.25,2590,10002,1.0,0,0,4,8,1340,1250,98028,1550,10436,-0.1537829964592972,1968
138,382500.0,2,1.0,1190,4440,1.0,0,0,3,6,1190,0,98125,1060,5715,-0.12058710544664676,1981
139,519950.0,3,2.25,1170,1249,3.0,0,0,3,8,1170,0,98107,1350,1310,-0.1858543515767079,2014
140,665000.0,2,1.0,1110,3200,1.0,0,0,3,7,1110,0,98119,1170,3600,-0.15804568959638188,1925
141,527700.0,5,2.5,2820,9375,1.0,0,0,4,8,1550,1270,98006,2820,9375,-0.09327641716962803,1968
142,205000.0,3,1.0,1610,8579,1.0,0,0,4,7,1010,600,98058,1610,8579,-0.17610420210773248,1962
143,420000.0,3,1.0,1060,8097,1.0,0,0,4,7,940,120,98133,1560,7940,-0.17298658907556402,1923
144,500000.0,4,2.25,2030,8517,1.0,0,0,4,8,1380,650,98006,2230,8824,-0.08459462157844702,1961
145,921500.0,4,2.5,3670,315374,2.0,0,0,4,9,3670,0,98077,2840,87991,-0.20698408151352346,1994
146,890000.0,4,1.0,2550,4000,2.0,0,0,3,8,2370,180,98109,2200,4000,-0.1530952644597388,1905
147,430000.0,2,2.5,2420,60984,2.0,0,0,3,7,2420,0,98027,1940,193842,-0.27717041689185107,2007
148,258000.0,5,2.0,2260,12500,1.0,0,0,4,8,1130,1130,98032,1360,18000,-0.2561673086090435,1960
149,511000.0,3,1.0,1430,3455,1.0,0,0,3,7,980,450,98103,1450,4599,-0.14757808102831052,1947
150,532170.0,3,2.0,1360,3090,2.0,0,0,3,8,1360,0,98103,1500,3090,-0.16218335302982526,1990
151,560000.0,3,1.0,1110,5000,1.5,0,0,3,7,1110,0,98107,1420,5000,-0.16095340940780758,1947
152,282950.0,3,1.0,1250,8200,1.0,0,0,4,7,1250,0,98003,1680,8633,-0.3217704927428905,1954
153,2250000.0,4,3.25,5180,19850,2.0,0,3,3,12,3540,1640,98006,3160,9750,-0.07789736837660449,2006
154,350000.0,1,1.0,700,5100,1.0,0,0,3,7,700,0,98115,1010,5100,-0.11135977729861944,1942
155,215000.0,3,1.0,1180,7669,1.0,0,0,4,7,1180,0,98058,1190,7669,-0.18367473968949033,1967
156,650000.0,5,3.5,3960,25245,2.0,0,0,3,9,2500,1460,98056,2640,13675,-0.10866922287382184,1996
157,320000.0,4,2.75,2640,7500,1.0,0,0,3,8,1620,1020,98023,1980,7875,-0.35879416104502326,1967
158,247000.0,3,2.0,1270,7198,1.5,0,0,3,7,1270,0,98022,1160,7198,-0.468181545984036,2013
159,320000.0,4,1.75,1760,11180,1.0,0,0,4,8,1760,0,98059,1730,11180,-0.17845517644496178,1968
160,255000.0,5,2.25,2060,8632,1.0,0,0,3,7,1030,1030,98146,1010,11680,-0.1961486426157449,1962
161,438000.0,3,1.75,1780,9660,1.0,0,0,3,7,1780,0,98034,1200,9660,-0.08738083313862363,1962
162,900000.0,3,2.5,3400,16603,2.0,0,0,3,10,3400,0,98075,3400,12601,-0.17932774464650642,2000
163,441000.0,3,2.75,1910,7280,1.0,0,0,3,7,1160,750,98034,1710,8152,-0.1046881559680916,1979
164,420000.0,3,2.0,2020,38332,1.0,0,0,4,7,1010,1010,98027,2110,36590,-0.24666625225191216,1975
165,370000.0,3,1.75,1580,7000,1.0,0,0,3,7,1180,400,98034,1640,7500,-0.0963680963804945,1976
166,269950.0,2,1.75,1340,7250,1.0,0,0,5,5,700,640,98198,1830,9750,-0.2557596527992697,1949
167,807100.0,4,2.5,2680,4499,2.0,0,0,3,9,2680,0,98006,2920,4500,-0.09924716620640135,1999
168,653000.0,3,2.5,2680,9750,1.0,0,0,4,8,1610,1070,98034,2480,8750,-0.07912546998280953,1979
169,371500.0,3,2.0,1370,8336,1.0,0,0,5,7,1370,0,98133,1770,7288,-0.17484461673154278,1964
170,284000.0,3,1.75,1560,21000,1.0,0,0,3,7,1560,0,98166,1070,7920,-0.20492623062946372,1954
171,272000.0,3,1.75,2160,7140,1.0,0,0,4,7,1670,490,98023,1930,7350,-0.3707651008387928,1978
172,313000.0,3,1.5,1340,7912,1.5,0,0,3,7,1340,0,98133,1480,7940,-0.19432611764762292,1955
173,917500.0,4,2.5,3880,35003,2.0,0,0,3,10,2570,1310,98033,3740,35230,-0.025244603383692676,1984
174,673000.0,4,2.25,2590,8190,2.0,0,0,4,8,2590,0,98006,2260,8335,-0.10130454086565215,1980
175,425000.0,3,2.5,1120,1100,2.0,0,0,3,8,820,300,98122,1590,1795,-0.11169762754866394,2008
176,399950.0,5,2.75,1970,5400,1.0,0,0,3,7,1320,650,98144,1280,2150,-0.11631955983409809,1986
177,385000.0,3,1.0,1220,4800,1.0,0,0,3,6,1220,0,98122,1200,4800,-0.10883478304292174,1901
178,269950.0,3,1.5,1950,7560,1.0,0,2,4,7,1320,630,98022,1950,8941,-0.4768341011295271,1975
179,330000.0,2,1.0,1350,8220,1.0,0,0,3,7,1060,290,98177,1540,8280,-0.18303486006768083,1949
180,260000.0,3,2.5,1670,5797,2.0,0,0,3,7,1670,0,98030,1670,6183,-0.28028779852145425,1988
181,470000.0,4,3.0,2380,5125,1.5,0,0,4,7,1680,700,98126,1410,5375,-0.19841008038907856,1925
182,589000.0,4,3.0,2440,9600,2.0,0,0,5,7,2440,0,98034,2290,9600,-0.07439999999999714,1961
183,163500.0,2,1.5,1050,3419,2.0,0,0,3,7,1050,0,98038,1050,3417,-0.293332643938588,1996
184,835000.0,4,2.75,3130,13412,2.0,0,0,3,9,2140,990,98052,2260,9984,-0.12002703862046907,1993
185,1095000.0,5,3.0,4090,12850,1.0,0,2,4,10,2090,2000,98033,2540,10270,-0.034832312584728665,1986
186,269000.0,4,1.75,1490,10000,1.0,0,0,4,8,1100,390,98023,2190,8910,-0.3667492467613232,1969
187,560000.0,3,2.5,1900,8744,2.0,0,0,3,8,1900,0,98074,2030,8744,-0.15731814898479915,1987
188,615000.0,4,1.0,1330,2400,1.5,0,0,4,6,1330,0,98103,1330,4400,-0.1414213562373095,1901
189,585188.0,3,2.25,2230,10026,1.0,0,0,3,8,1430,800,98052,2230,9340,-0.05842165694330413,1975
190,305000.0,3,1.75,1650,9480,1.0,0,0,3,7,1220,430,98034,1540,8400,-0.09642095207993284,1977
191,166950.0,3,1.0,1190,8820,1.0,0,0,3,6,1190,0,98058,1230,7980,-0.16915838731792757,1959
192,799000.0,3,2.5,2140,9897,1.0,0,0,4,8,2140,0,98040,2680,10083,-0.08173891362135997,1959
193,400000.0,3,2.5,2180,7508,1.0,0,0,4,7,1420,760,98133,1900,7818,-0.1885533346297468,1962
194,230000.0,3,1.0,1060,10228,1.0,0,0,3,7,1060,0,98155,1570,10228,-0.15475015347326304,1948
195,256883.0,3,2.5,1690,5025,2.0,0,0,3,8,1690,0,98023,2550,5001,-0.38155394114070124,2003
196,423000.0,4,2.0,1970,6480,1.5,0,0,5,7,1130,840,98108,1500,6480,-0.13700076642122375,1920
197,465000.0,3,2.5,2150,4084,2.0,0,0,3,8,2150,0,98126,1750,2385,-0.19020368030089296,2007
198,440000.0,3,2.5,1910,66211,2.0,0,0,3,7,1910,0,98024,2330,67268,-0.30313899452231724,1997
199,385000.0,3,1.75,1350,155073,1.0,0,0,4,7,1350,0,98038,1560,50965,-0.3044694401742197,1969
200,210000.0,3,1.0,860,11725,1.0,0,0,4,6,860,0,98056,1300,9514,-0.12175586228186311,1943
201,297000.0,3,2.5,1940,14952,2.0,0,0,3,8,1940,0,98042,2030,10450,-0.2547160968608039,1994
202,470000.0,3,1.0,1010,5000,1.0,0,0,3,7,1010,0,98107,1680,5000,-0.19915069670979063,1952
203,226500.0,3,1.5,1300,7370,1.0,0,0,4,7,900,400,98023,1430,7500,-0.3689935636295042,1976
204,274250.0,3,1.0,910,8450,1.0,0,0,4,6,910,0,98059,1400,8040,-0.15702130428703315,1962
205,840000.0,4,1.75,2480,11010,1.0,0,0,4,9,1630,850,98040,2770,10744,-0.09413734646781086,1966
206,677900.0,3,2.5,2440,4587,2.0,0,0,3,8,2440,0,98052,2750,4587,-0.11563429422105387,2010
207,425000.0,3,1.0,1010,5864,1.0,0,0,3,7,1010,0,98116,1290,5000,-0.18967311354010874,1915
208,180250.0,2,0.75,900,9600,1.0,0,0,3,6,900,0,98166,1250,14280,-0.2192832870968504,1941
209,464000.0,6,3.0,2300,3404,2.0,0,0,3,7,1600,700,98133,1560,1312,-0.16227103869759205,1994
210,320000.0,4,2.25,1550,7579,2.0,0,0,3,8,1550,0,98038,1630,6397,-0.31557091120697306,1993
211,625504.0,3,2.25,1270,1566,2.0,0,0,3,8,1060,210,98105,1160,1327,-0.09088503727235966,2014
212,592500.0,4,2.5,2240,12032,1.0,0,0,3,9,2240,0,98074,2520,12368,-0.18367223524527984,1983
213,465000.0,3,2.5,2714,17936,2.0,0,0,3,9,2714,0,98001,2590,18386,-0.3204017009942392,2005
214,477000.0,4,2.75,1720,6270,2.0,0,0,3,8,1720,0,98118,2130,8700,-0.10822957082053976,1978
215,280000.0,2,1.0,850,16400,1.0,0,0,3,6,850,0,98168,1100,14459,-0.17236649906521387,1923
216,1505000.0,5,3.0,3300,33474,1.0,0,3,3,9,1870,1430,98040,3836,20953,-0.06349244049491057,1991
217,445838.0,3,2.5,2250,5692,2.0,0,0,3,8,2250,0,98146,1320,5390,-0.21368174933764467,2000
218,1072000.0,2,2.25,3900,14864,1.0,0,3,3,8,1950,1950,98144,2580,5184,-0.10005778330544363,1947
219,467000.0,2,1.5,1320,10800,1.0,0,0,4,8,1320,0,98177,2120,12040,-0.18716102692601436,1947
220,686000.0,4,2.5,2760,6440,2.0,0,0,3,10,2760,0,98075,3070,8127,-0.18008042647661035,1999
221,279950.0,3,2.0,1750,9750,1.0,0,0,3,7,1350,400,98198,1900,10125,-0.25223996511258406,1961
222,527000.0,4,2.25,2330,19436,2.0,0,0,3,8,2330,0,98011,1910,10055,-0.13712290107782732,1987
223,325000.0,3,2.25,2220,16020,1.0,0,0,4,8,1780,440,98030,2080,9583,-0.25476781586378333,1966
224,328000.0,3,2.25,2020,8379,2.0,0,0,3,7,2020,0,98038,2020,8031,-0.30403427438366565,1994
225,390000.0,3,2.25,1250,7500,1.0,0,0,5,7,1250,0,98146,1280,7392,-0.2092421802600889,1942
226,479950.0,2,2.0,1510,6516,1.0,0,0,3,8,1510,0,98053,1640,6009,-0.20246174947383005,2005
227,264950.0,4,2.25,1720,9753,1.0,0,0,4,7,1120,600,98023,1510,9753,-0.37861568905686305,1978
228,235000.0,3,1.0,1430,15246,1.0,0,0,4,7,980,450,98031,1960,13068,-0.22294001435364072,1961
229,516500.0,3,2.5,1480,4729,2.0,0,0,3,7,1480,0,98053,2250,4729,-0.17319457266324345,2004
230,655000.0,2,1.75,1450,15798,2.0,1,4,3,7,1230,220,98166,2030,13193,-0.2512629897139647,1978
231,500000.0,4,2.75,2280,15347,1.0,0,0,5,7,2280,0,98059,2280,15347,-0.11403174996465187,1960
232,315000.0,6,2.75,2940,7350,1.0,0,0,3,8,1780,1160,98023,2120,8236,-0.3486102264707703,1978
233,213000.0,2,1.0,1000,10200,1.0,0,0,3,6,1000,0,98024,1150,13702,-0.3071785962595726,1961
234,475000.0,3,1.5,2480,5280,1.5,0,0,5,7,1620,860,98108,2090,4800,-0.12595733404609513,1947
235,1025000.0,5,4.0,3760,28040,2.0,0,0,3,10,3760,0,98033,3430,35096,-0.025420660888343487,1983
236,416000.0,3,2.0,2220,94300,1.0,0,0,5,7,1640,580,98010,2070,80100,-0.3784346839284175,1976
237,410000.0,4,1.0,1970,4740,1.5,0,0,3,7,1670,300,98122,1510,4740,-0.10429745922120537,2005
